"ref_area.label","source.label","indicator.label","classif1.label","time","obs_value","note_indicator.label","note_source.label"
"Azerbaijan","CPS - Consumer Price Survey","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 10. Education","2025M12",146.7,"Frequency: Monthly","Repository: International Monetary Fund"
"Azerbaijan","CPS - Consumer Price Survey","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 11. Restaurants and hotels","2025M12",208.7,"Frequency: Monthly","Repository: International Monetary Fund"
"Azerbaijan","CPS - Consumer Price Survey","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 12. Miscellaneous goods and services","2025M12",252.9,"Frequency: Monthly","Repository: International Monetary Fund"
"Burundi","CPS - Consumer Price Index for households in Bujumbura","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: General - Individual consumption expenditure of households","2026M02",330.4,"Frequency: Monthly","Repository: International Monetary Fund"
"Burundi","CPS - Consumer Price Index for households in Bujumbura","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 1. Food and non-alcoholic beverages","2026M02",359,"Frequency: Monthly","Repository: International Monetary Fund"
"Burundi","CPS - Consumer Price Index for households in Bujumbura","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 2. Alcoholic beverages, tobacco and narcotics","2026M02",308.5,"Frequency: Monthly","Repository: International Monetary Fund"
"Burundi","CPS - Consumer Price Index for households in Bujumbura","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 3. Clothing and footwear","2026M02",410.6,"Frequency: Monthly","Repository: International Monetary Fund"
"Burundi","CPS - Consumer Price Index for households in Bujumbura","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 4. Housing, water, electricity, gas and other fuels","2026M02",343.5,"Frequency: Monthly","Repository: International Monetary Fund"
"Burundi","CPS - Consumer Price Index for households in Bujumbura","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 5. Furnishings, household equipment and routine household maintenance","2026M02",316.2,"Frequency: Monthly","Repository: International Monetary Fund"
"Burundi","CPS - Consumer Price Index for households in Bujumbura","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 6. Health","2026M02",270.2,"Frequency: Monthly","Repository: International Monetary Fund"
"Burundi","CPS - Consumer Price Index for households in Bujumbura","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 7. Transport","2026M02",249.9,"Frequency: Monthly","Repository: International Monetary Fund"
